seq,title,startDate,endDate,place,realmName,area,thumbnail,gpsX,gpsY
223283,"""제7회 M 클래식 축제"" 마포나루 새우젓축제 폐막공연",2022-10-16,2022-10-16,상암 월드컵공원,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091611315823336.jpg,126.8979071,37.56319603
223284,"""제7회 M 클래식 축제"" 데이비드 러셀 기타 리사이틀",2022-10-23,2022-10-23,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091611354547147.jpg,126.9455337,37.54990185
223285,"""제7회 M 클래식 축제"" 박수예 바이올린 리사이틀",2022-10-25,2022-10-25,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091611382549724.jpg,126.9455337,37.54990185
223286,"""제7회 M 클래식 축제"" 엠비언트 뮤직 콘서트 &lt;그대에게&gt;",2022-10-26,2022-10-26,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091611405668045.jpg,126.9455337,37.54990185
223287,"""제7회 M 클래식 축제"" 스페셜 콘서트 ­《어떤가요 #2》",2022-10-20,2022-10-20,마포아트센터 아트홀맥,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091611492581551.jpg,126.9455337,37.54990185
223288,"""제7회 M 클래식 축제"" M SQUARE 광장버스킹 〈#2. 오페라 파라디소〉",2022-10-15,2022-10-15,마포아트센터,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091611531531843.jpg,126.9455337,37.54990185
223289,"""제7회 M 클래식 축제"" M SQUARE 광장버스킹 〈#3. 新 마당놀이〉",2022-10-22,2022-10-22,마포아트센터,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091611554288068.jpg,126.9455337,37.54990185
223380,2022 광주국악방송 가을음악회 &lt;행복한 동행&gt;,2022-10-06,2022-10-06,빛고을시민문화관,국악,광주,http://www.culture.go.kr/upload/rdf/22/09/show_2022091615283604928.png,126.9086404,35.14807112
223410,&lt;정희정&gt; 혜화동1번지 7기동인 2022 가을페스티벌,2022-10-03,2022-10-09,연극실험실 혜화동 1번지,연극,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091615484204419.jpg,127.001353,37.58638221
223422,"2022 재즈 페스타_Fall in Jazz ""박한율 Quintet 콘서트""",2022-10-06,2022-10-06,반포심산아트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091616231220056.jpg,126.9905157,37.49885315
223430,"2022 재즈 페스타_Fall in Jazz ""Convert to JAZZ with 양중은""",2022-10-13,2022-10-13,반포심산아트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091616571346899.jpg,126.9905157,37.49885315
223431,"2022 재즈 페스타_Fall in Jazz ""고아라의 Jazz Pop 콘서트""",2022-10-20,2022-10-20,반포심산아트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091616585052948.jpg,126.9905157,37.49885315
223433,"2022 재즈 페스타_Fall in Jazz ""U.BAR.E avec les amis""",2022-10-27,2022-10-27,반포심산아트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_20220916170627740.jpg,126.9905157,37.49885315
223499,아카펠라로 읽는 문학명작 &#39;그 여자네 집&#39; - 아카시아,2022-10-15,2022-10-15,인천수봉문화회관,기타,인천,http://www.culture.go.kr/upload/rdf/22/09/show_2022091714403711140.jpg,126.662324,37.46155243
223525,[서울/혜화] 연극 &lt;외출&gt;,2022-09-15,2022-10-03,대학로 스카이씨어터,연극,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091814552913091.jpg,127.0026492,37.58298094
223541,한남韓男의 광시곡狂詩曲 (K-Men&#39;s Rhapsody),2022-10-06,2022-10-23,대학로 선돌극장,연극,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209181514845327.jpg,126.9997764,37.58684172
223542,"쉼 , 밤의 흔적 물의 위로",2022-09-19,2022-12-31,미디어 아트 갤러리 언더독뮤지엄,미술,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209181517218504.jpg,126.9179648,37.55164737
223548,초월(超越),2022-10-18,2022-10-23,국립극장 달오름극장,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/rdf_2022091821183782950.jpg,127.0000226,37.5531535
223642,2022년 한국의 명인명창 공연 &#39;가을 살롱&#39;,2022-09-20,2022-10-26,한국의집,무용,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091915395595292.jpg,126.994706,37.56019243
